Timestamp,participant,sessionId,isDda,isP2Human,timeInSession,turn,player,move,thinkTime,isTerminal,v,simulations,pi,scoreP1,scoreP2,boardState
6/18/2026 10:02:42,Rizka,Rizka_S2_12F5,TRUE,FALSE,343.48,34,1,5,6.26,FALSE,-0.928,0,0.0001942598;0.9303494;0.000153846;0.0001890493;0.03570651;0.03337697;3.016936E-05,40,50,0;1;0;0;1;2;0;40;0;0;1;1;0;0;2;50
6/18/2026 10:02:42,Rizka,Rizka_S2_12F5,TRUE,FALSE,347.55,35,1,4,4.07,FALSE,-0.95,0,5.251608E-05;0.8676174;0.0003081292;0.0001970656;0.05671973;7.972687E-05;0.07502552,41,50,0;1;0;0;1;0;1;41;0;0;1;1;0;0;2;50
6/18/2026 10:02:43,Rizka,Rizka_S2_12F5,TRUE,FALSE,349.62,36,-1,2,2.07,FALSE,0.816,26,0.0001115525;0.0005255333;0.4078086;0.2890872;0.002330274;0.0003103999;0.2998262,41,50,0;1;0;0;0;1;1;41;0;0;1;1;0;0;2;50
6/18/2026 10:02:43,Rizka,Rizka_S2_12F5,TRUE,FALSE,355.19,37,1,6,5.56,FALSE,-0.994,0,0.00131137;0.0007505995;0.0009182748;0.000374437;8.355359E-05;0.2294108;0.7671508,41,52,0;0;0;0;0;1;1;41;0;0;0;0;1;0;2;52
6/18/2026 10:02:44,Rizka,Rizka_S2_12F5,TRUE,FALSE,357.44,38,1,5,2.25,FALSE,-0.978,0,0.001376638;0.001562256;0.0008908479;0.0002161123;0.000260807;0.9956702;2.314621E-05,42,52,0;0;0;0;0;1;0;42;0;0;0;0;1;0;2;52
6/18/2026 10:02:44,Rizka,Rizka_S2_12F5,TRUE,FALSE,358.99,39,-1,4,1.56,FALSE,0.982,15,0.0002180687;0.0003765165;0.0001533852;0.0003037466;0.6205291;1.340146E-05;0.378406,42,52,0;0;0;0;0;0;1;42;0;0;0;0;1;0;2;52
6/18/2026 10:02:45,Rizka,Rizka_S2_12F5,TRUE,FALSE,361.68,40,1,6,2.68,FALSE,-0.998,0,0.002730984;0.0003981949;0.0005820914;0.001382998;0.000267754;5.397348E-05;0.994584,42,52,0;0;0;0;0;0;1;42;0;0;0;0;0;1;2;52
6/18/2026 10:02:45,Rizka,Rizka_S2_12F5,TRUE,FALSE,363.91,42,-1,6,2.24,FALSE,0.988,14,0.0001731295;0.0004213906;0.000795995;0.0007489086;0.0001211538;0.2969224;0.7008171,43,52,0;0;0;0;0;0;0;43;0;0;0;0;0;1;2;52
6/18/2026 10:02:45,Rizka,Rizka_S2_12F5,TRUE,FALSE,367.02,43,1,0,3.11,FALSE,-0.992,0,0.9982277;4.783642E-05;0.0006033219;0.0002467294;0.0005269028;0.0002927021;5.467036E-05,43,53,1;0;0;0;0;0;0;43;0;0;0;0;0;1;0;53
6/18/2026 10:02:46,Rizka,Rizka_S2_12F5,TRUE,FALSE,369.01,43,0,-1,1.99,TRUE,-1,0,,45,53,0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;53
